number_lines_per_partition,max_rule_set_size,max_size_each_rule,rules_size_weight,rules_accuracy_weight,number_quantiles_ordinal,cv_mean_accuracy,cv_std_accuracy,cv_mean_time,cv_std_time,cv_mean_num_rules,cv_std_num_rules,cv_mean_larger_rule,cv_std_larger_rule,cv_mean_sum_literals,cv_std_sum_literals
4,3,4,1,5,20,0.6416304842340428,0.11170391800911315,2.1810432116190595,0.36660899600086283,3.0,0.0,4.0,0.0,11.933333333333334,0.2581988897471611
32,4,4,2,5,5,0.9436061558310006,0.03824351972006372,1.2246441046396892,0.3748924060151685,4.0,0.0,3.933333333333333,0.2581988897471611,14.866666666666667,2.2635833370586393
4,3,2,2,1,5,0.6065709564682442,0.14582627623094466,3.9046931743621824,1.3251151411556705,3.0,0.0,1.0,0.0,3.0,0.0
32,4,3,10,2,10,0.9265468022148956,0.02637687907289753,1.652520767847697,0.42413107070484235,4.0,0.0,1.0,0.0,4.0,0.0
4,2,2,1,5,5,0.6443995674080393,0.13846281220175183,1.5564535776774089,0.16031932192815823,2.0,0.0,2.0,0.0,4.0,0.0
8,2,3,1,5,5,0.7981285606012596,0.14708458358924503,1.3681469122568766,0.1672850968095646,2.0,0.0,3.0,0.0,5.866666666666666,0.3518657752744984
32,2,1,10,1,5,0.9339906196173963,0.01298620557013071,0.08947796821594238,0.007598388447885738,2.0,0.0,1.0,0.0,2.0,0.0
16,1,3,2,5,10,0.8938272177422472,0.08743610626791357,0.5827657222747803,0.09298167226484283,1.0,0.0,3.0,0.0,3.0,0.0
16,2,3,2,2,10,0.9461242676567437,0.028029219207904032,0.48891571362813313,0.10570066468328847,2.0,0.0,2.933333333333333,0.2581988897471611,5.4,0.6324555320336759
32,3,4,2,1,20,0.9614831886293645,0.028156390167297842,0.9936482906341553,0.31655254408344025,3.0,0.0,1.5333333333333334,0.5163977794943222,3.6666666666666665,0.7237468644557459
16,2,4,2,2,15,0.9306453997946271,0.03558302194828897,0.6718679428100586,0.08400293337540515,2.0,0.0,3.6666666666666665,0.4879500364742666,5.933333333333334,0.7037315505489967
32,1,3,10,5,20,0.9352820065754391,0.030870407978021458,0.3244311809539795,0.15258515948377663,1.0,0.0,2.0,0.6546536707079771,2.0,0.6546536707079771
32,4,3,10,10,15,0.9732656519613222,0.02595079966513738,0.5845611095428467,0.10759563392889489,4.0,0.0,2.533333333333333,0.5163977794943223,7.266666666666667,1.3870146083619752
8,1,1,10,2,15,0.6935146757183289,0.15900543942183032,0.156876007715861,0.015541032468590147,1.0,0.0,1.0,0.0,1.0,0.0
8,1,1,5,5,10,0.7958234987703899,0.0918133367157941,0.2633056322733561,0.018849891640170726,1.0,0.0,1.0,0.0,1.0,0.0
4,3,4,5,10,5,0.6176685684019294,0.11293656960382742,2.2432767868041994,0.5059583185646696,3.0,0.0,4.0,0.0,11.733333333333333,0.5936168397046637
16,1,1,2,5,20,0.7717755385630796,0.0998894817598403,0.3304859479268392,0.04449066954494738,1.0,0.0,1.0,0.0,1.0,0.0
16,2,1,2,10,15,0.8612326294697348,0.07905044487172194,0.6794809977213542,0.0664639558257446,2.0,0.0,1.0,0.0,2.0,0.0
4,3,2,5,10,15,0.6660877477446843,0.1532432075903063,1.7696097215016684,0.41548549977085286,3.0,0.0,2.0,0.0,6.0,0.0
32,2,4,5,2,15,0.9394415050243217,0.00798589412404097,1.1811322689056396,0.23183927684380137,2.0,0.0,1.2,0.41403933560541256,2.2,0.4140393356054125
8,3,4,5,5,20,0.8256691495878886,0.15225955791616366,1.5324224472045898,0.18027631864445406,3.0,0.0,3.0,0.6546536707079771,7.466666666666667,1.7265434778633235
8,3,3,1,5,10,0.773486121351422,0.10301435505345984,1.3958566824595133,0.23204836707853904,3.0,0.0,3.0,0.0,9.0,0.0
32,3,3,2,10,15,0.9641208866795579,0.024459153092845583,0.8018860816955566,0.21938360634329862,3.0,0.0,3.0,0.0,8.466666666666667,1.1254628677422753
16,1,4,5,2,20,0.8900824840959597,0.0515401086677241,0.5340925057729086,0.1244332609102543,1.0,0.0,1.4666666666666666,0.5163977794943222,1.4666666666666666,0.5163977794943222
8,1,4,10,10,20,0.9328205191618764,0.03681721938866453,0.5312985420227051,0.08361690965655066,1.0,0.0,3.2666666666666666,0.7988086367179803,3.2666666666666666,0.7988086367179803
16,2,1,5,2,5,0.9273664392931171,0.022197879026061847,0.1962711175282796,0.05998572156550403,2.0,0.0,1.0,0.0,2.0,0.0
8,2,2,10,1,10,0.7520787445146712,0.13851846443374347,1.4741047064463297,0.5361110220463615,2.0,0.0,1.0,0.0,2.0,0.0
4,2,2,10,2,20,0.5589703837321517,0.1174534977398966,2.1384902795155845,0.5039845552732187,2.0,0.0,1.0,0.0,2.0,0.0
8,2,2,10,2,10,0.7520787445146712,0.13851846443374347,1.4426811059316,0.5274116708560952,2.0,0.0,1.0,0.0,2.0,0.0
8,2,3,2,5,20,0.7884981855972022,0.18266090589001913,1.3120052973429361,0.1360812739456218,2.0,0.0,3.0,0.0,6.0,0.0
4,1,2,5,2,15,0.613057053603585,0.17241781744977028,0.8295896530151368,0.1443412773231211,1.0,0.0,1.0,0.0,1.0,0.0
16,2,1,2,5,15,0.8751940764372889,0.07189074479918202,0.6070060729980469,0.07890223728814748,2.0,0.0,1.0,0.0,2.0,0.0
