number_lines_per_partition,max_rule_set_size,max_size_each_rule,rules_size_weight,rules_accuracy_weight,number_quantiles_ordinal,cv_mean_accuracy,cv_std_accuracy,cv_mean_time,cv_mean_num_rules,cv_std_num_rules,cv_mean_larger_rule,cv_std_larger_rule,cv_mean_sum_literals,cv_std_sum_literals
32,3,2,2,5,10,0.8984126984126984,0.08221635608872968,0.005715847015380859,1.5333333333333334,0.6399404734221844,2.0,0.0,3.066666666666667,1.2798809468443688
16,4,2,2,5,15,0.815873015873016,0.08975124292346046,0.0057454744974772135,1.6,0.8280786712108251,2.0,0.0,3.1333333333333333,1.5522640914238173
8,1,1,10,5,10,0.6920634920634919,0.12709745509859194,0.00131379763285319,1.0,0.0,1.0,0.0,1.0,0.0
8,1,1,5,10,15,0.6031746031746031,0.1147759703840704,0.0026928583780924478,1.0,0.0,1.0,0.0,1.0,0.0
4,3,1,5,5,15,0.5523809523809524,0.17338266473005703,0.003735033671061198,1.7333333333333334,0.5936168397046636,1.0,0.0,1.7333333333333334,0.5936168397046636
4,2,3,1,5,20,0.7396825396825395,0.1283655023438459,0.013789606094360352,1.4,0.5070925528371101,2.7333333333333334,0.45773770821706344,3.4,0.9856107606091623
4,2,1,5,2,5,0.4190476190476191,0.14080153722988034,0.001595783233642578,1.4666666666666666,0.5163977794943222,1.0,0.0,1.4666666666666666,0.5163977794943222
32,4,4,5,5,20,0.9015873015873017,0.08902645655380367,0.010382986068725586,1.0,0.0,2.1333333333333333,0.35186577527449836,2.1333333333333333,0.35186577527449836
8,2,2,5,5,10,0.6444444444444443,0.16482624934704704,0.0031174341837565105,1.6,0.5070925528371101,1.8,0.4140393356054126,2.6,1.0555973258234952
4,2,1,1,5,20,0.619047619047619,0.1272672580535354,0.007586383819580078,1.2666666666666666,0.4577377082170635,1.0,0.0,1.2666666666666666,0.4577377082170635
8,2,2,1,5,20,0.8317460317460318,0.1427058912076847,0.0056974569956461584,1.2666666666666666,0.4577377082170635,2.0,0.0,2.533333333333333,0.915475416434127
4,3,4,1,5,20,0.7650793650793649,0.16245072679165395,0.018443584442138672,1.2666666666666666,0.4577377082170635,2.6,0.6324555320336759,2.933333333333333,0.9611501047232549
16,4,1,5,10,5,0.692063492063492,0.11505786021604462,0.0020135084788004557,1.2666666666666666,0.4577377082170635,1.0,0.0,1.2666666666666666,0.4577377082170635
32,4,4,2,5,5,0.9269841269841271,0.03539158823605744,0.017725753784179687,1.7333333333333334,0.7037315505489968,3.2,0.560611910581388,5.0,1.7320508075688772
4,3,2,2,1,5,0.4793650793650794,0.17493269256481916,0.0029029051462809243,1.6,0.6324555320336759,1.0,0.0,1.6,0.6324555320336759
32,4,3,10,2,10,0.7079365079365078,0.11075420488246468,0.010720920562744141,1.2,0.41403933560541256,1.0666666666666667,0.25819888974716115,1.2666666666666666,0.5936168397046636
8,3,1,10,1,15,0.5777777777777776,0.16284905365066238,0.0018920421600341797,1.4666666666666666,0.5163977794943222,1.0,0.0,1.4666666666666666,0.5163977794943222
8,3,1,2,5,10,0.6444444444444444,0.10627641601408584,0.003637297948201497,1.2666666666666666,0.4577377082170635,1.0,0.0,1.2666666666666666,0.4577377082170635
4,2,2,1,5,5,0.7460317460317459,0.1161785801129206,0.00283050537109375,1.2666666666666666,0.4577377082170635,1.8666666666666667,0.3518657752744984,2.2666666666666666,0.883715101688537
32,4,1,10,1,15,0.7015873015873014,0.09602846642701063,0.0017062187194824218,1.2,0.41403933560541256,1.0,0.0,1.2,0.41403933560541256
8,2,3,1,5,5,0.7904761904761907,0.1525084500624801,0.0026074568430582683,1.0666666666666667,0.25819888974716115,2.8,0.560611910581388,2.933333333333333,0.7988086367179804
32,2,1,10,1,5,0.7047619047619046,0.0848024056720948,0.0012728055318196616,1.0666666666666667,0.25819888974716115,1.0,0.0,1.0666666666666667,0.25819888974716115
